utc_timestamp,SHAP_DE_50hertz_load_actual_entsoe_transparency,SHAP_DE_amprion_load_actual_entsoe_transparency,SHAP_DE_tennet_load_actual_entsoe_transparency,SHAP_DE_transnetbw_load_actual_entsoe_transparency,SHAP_DE_solar_generation_actual,SHAP_DE_50hertz_solar_generation_actual,SHAP_DE_LU_solar_generation_actual,SHAP_DE_amprion_solar_generation_actual,SHAP_DE_tennet_solar_generation_actual,SHAP_DE_transnetbw_solar_generation_actual,SHAP_DE_wind_generation_actual,SHAP_DE_wind_offshore_generation_actual,SHAP_DE_wind_onshore_generation_actual,SHAP_DE_50hertz_wind_generation_actual,SHAP_DE_50hertz_wind_offshore_generation_actual,SHAP_DE_50hertz_wind_onshore_generation_actual,SHAP_DE_LU_wind_generation_actual,SHAP_DE_LU_wind_offshore_generation_actual,SHAP_DE_LU_wind_onshore_generation_actual,SHAP_DE_amprion_wind_onshore_generation_actual,SHAP_DE_tennet_wind_generation_actual,SHAP_DE_tennet_wind_offshore_generation_actual,SHAP_DE_tennet_wind_onshore_generation_actual,SHAP_DE_transnetbw_wind_onshore_generation_actual,SHAP_DE_LU_price_day_ahead,SHAP_hour,SHAP_day_of_week,SHAP_day_of_month,SHAP_week_of_year,SHAP_month,SHAP_quarter,SHAP_year,SHAP_hour_sin,SHAP_hour_cos,SHAP_day_of_week_sin,SHAP_day_of_week_cos,SHAP_month_sin,SHAP_month_cos,SHAP_is_weekend,SHAP_is_holiday,SHAP_is_monday,SHAP_is_friday,SHAP_days_since_start,SHAP_target_load_lag_1,SHAP_target_load_lag_2,SHAP_target_load_lag_3,SHAP_target_load_lag_6,SHAP_target_load_lag_12,SHAP_target_load_lag_24,SHAP_target_load_lag_48,SHAP_target_load_lag_168,SHAP_target_load_rolling_mean_3,SHAP_target_load_rolling_std_3,SHAP_target_load_rolling_mean_6,SHAP_target_load_rolling_std_6,SHAP_target_load_rolling_mean_12,SHAP_target_load_rolling_std_12,SHAP_target_load_rolling_mean_24,SHAP_target_load_rolling_std_24,SHAP_target_load_ema_6,SHAP_target_load_ema_12,SHAP_target_load_ema_24,SHAP_target_load_same_hour_last_week,SHAP_DE_solar_generation_actual_lag_1,SHAP_DE_solar_generation_actual_lag_6,SHAP_DE_solar_generation_actual_lag_24,SHAP_DE_50hertz_solar_generation_actual_lag_1,SHAP_DE_50hertz_solar_generation_actual_lag_6,SHAP_DE_50hertz_solar_generation_actual_lag_24,SHAP_DE_LU_solar_generation_actual_lag_1,SHAP_DE_LU_solar_generation_actual_lag_6,SHAP_DE_LU_solar_generation_actual_lag_24,SHAP_solar_proxy,SHAP_wind_proxy,SHAP_temp_proxy,SHAP_time_of_day_Evening,SHAP_time_of_day_Morning,SHAP_time_of_day_Night,SHAP_season_Spring,SHAP_season_Summer,SHAP_season_Winter,SHAP_control_regions_complete,actual,predicted,error,abs_error,is_peak,hour,day_of_week
2018-01-15 17:00:00+00:00,0.0,0.0,0.0015765588,0.0020726675,0.0,0.0019751866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003037364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041370792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020929773,0.001155899,0.0,0.0,0.0,0.0,0.002029583,0.0006992977,0.0,0.0,0.0,0.0,0.0013561319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75028.0,73393.375,1634.625,1634.625,True,17,0
2018-03-08 09:00:00+00:00,0.0,0.0,0.0028372773,0.0,0.0024594183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000578649,0.0,0.000788361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00085220207,0.0,0.0,0.0,0.0,0.0010683531,0.0,0.0,0.0018667196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021323944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014382814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70870.0,70797.734,72.265625,72.265625,True,9,3
2018-07-08 20:00:00+00:00,0.0,0.0,0.0,0.00033406366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014868401,0.0,0.0,0.00060633506,0.00040285467,0.0,0.0009600701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007757982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005096264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010404914,0.0,0.0,0.0,0.0,0.0007252673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010200166,0.0,0.0,0.0,0.0,0.0,0.0,48580.0,47009.14,1570.859375,1570.859375,False,20,6
2018-09-29 00:00:00+00:00,0.0,0.0023273856,0.0,0.0010248628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015121602,0.0,0.0009750417,0.0,0.0,0.0020606609,0.00091092713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033683702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010573157,0.0,0.0,0.0006105646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43714.0,43797.484,-83.484375,83.484375,False,0,5
2018-06-07 00:00:00+00:00,0.0,0.0013179788,0.0028846778,0.0,0.0,2.6874846e-05,0.0,0.0,0.0010255425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026919364,0.0,0.0,0.00052583124,0.0,0.0,0.0,0.0,0.0,0.0023924045,0.0,0.0,0.0,0.0,0.0,0.0,0.0005554172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067506364,0.0,0.0,0.0,0.0007897951,0.0,0.0,46013.0,45968.14,44.859375,44.859375,False,0,3
2018-09-30 13:00:00+00:00,0.0,0.0,0.0011917237,0.0016259985,0.00072084484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007143316,0.00052866124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013811471,0.0,0.0008810538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001141332,0.0011546217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45666.0,46551.45,-885.44921875,885.44921875,False,13,6
2018-04-05 14:00:00+00:00,0.0,0.0014042602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009722437,0.0,0.0,0.0,0.0,0.00087835424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014524251,0.0,0.00079082086,0.0022638359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006313267,0.0,0.0,0.0,0.0,0.0,3.086767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012436201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68214.0,66754.055,1459.9453125,1459.9453125,False,14,3
2018-05-29 10:00:00+00:00,0.0049951836,0.0,0.0037871145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004754056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069793727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089583313,0.0015669675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010201157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70488.0,68646.43,1841.5703125,1841.5703125,True,10,1
2018-04-17 00:00:00+00:00,0.0014620367,0.0010839555,0.0013463265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005673107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082741166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013891159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057265704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00096702017,0.0,0.0012526134,0.0,0.0,0.0008288396,0.0,43390.0,44361.1,-971.1015625,971.1015625,False,0,1
2018-09-08 18:00:00+00:00,0.0,0.00080847857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032715072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014968544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067185,0.0,0.0,0.0,0.0,0.0,0.00020894567,0.0,0.0,0.0004300604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013823448,0.000393171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058512937,0.0,0.0,0.0,0.0,0.0,0.000497141,0.0,51896.0,51484.27,411.73046875,411.73046875,False,18,5
2018-09-10 02:00:00+00:00,0.0,0.0027312748,0.0016255722,0.0,0.0,0.0,0.0,0.0001835476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013396656,0.0,0.0,0.0,0.0,0.0,0.0,0.0009465921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008769643,0.0,0.0,0.0,0.0,0.0,0.0,0.0014405577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019002705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001818357,0.0,0.0,42682.0,43174.137,-492.13671875,492.13671875,False,2,0
2018-05-16 20:00:00+00:00,0.0006439493,0.0003997752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007775155,0.0,0.0,0.0,0.0,0.0,0.00056588184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021069268,0.0,0.0,0.00094413146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030468582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037027337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56228.0,55654.023,573.9765625,573.9765625,False,20,2
2018-03-20 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011850405,0.0,0.0,0.00015777924,0.0,0.0002352143,0.0,0.0,0.0,0.0,3.5634886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027970376,5.0329185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5394e-06,0.0,0.0,0.0,0.0,0.0,5.920009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56424.0,54465.363,1958.63671875,1958.63671875,False,23,1
2018-05-13 16:00:00+00:00,0.0006369334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067372154,0.0,0.0,0.0,0.0,0.0,0.0,0.0011677,0.0,0.0,0.0,0.00044285142,0.0,0.0,0.0,0.0008625843,0.0,0.0004246068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050938403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052279216,0.0,0.0,0.0,0.0,0.0,0.0,0.0003550989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091098173,48990.0,48481.824,508.17578125,508.17578125,False,16,6
2018-05-29 19:00:00+00:00,0.0015483542,0.00039680244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030893946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010766525,0.0,0.00018514664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021038741,0.0,0.0,0.0,0.0,0.0,0.0008475467,0.00023335434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790596e-05,0.0,0.0,0.0,0.0,0.0,59805.0,59556.367,248.6328125,248.6328125,False,19,1
2018-08-27 16:00:00+00:00,0.0020114344,0.0011061864,0.0,0.0,0.0,0.000612182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073998334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017463962,0.0,0.0,0.0,0.0,0.0,0.0,0.0003630674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004609118,0.0,0.0,0.0,0.0,0.000972139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015577422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00074775977,63569.0,63117.16,451.83984375,451.83984375,False,16,0
2018-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058032264,0.0,0.0,0.0,0.0,0.0,0.0,0.0011300285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010420341,0.0,0.0,0.00070677075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052697904,0.0,0.0,0.0,0.0,0.0009255635,0.00078467507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011884555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003759704,0.0,0.0,0.0,47275.0,47662.004,-387.00390625,387.00390625,False,0,0
2018-01-14 16:00:00+00:00,7.3961295e-05,0.0,0.0,8.961895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051068125,0.0,0.00021070206,0.0,0.0,0.0001242674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002769295,0.0,0.0,0.0,0.000117814554,0.0,0.00010338798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58618.0,57193.7,1424.30078125,1424.30078125,False,16,6
